date,papi-internal|gcp|production|es-client-stats-events-v2_fingerprinting
2021-07-01 13:28:00,247
2021-07-01 13:29:00,200
2021-07-01 13:30:00,302
2021-07-01 13:31:00,203
2021-07-01 13:32:00,294
2021-07-01 13:33:00,242
2021-07-01 13:34:00,242
2021-07-01 13:35:00,285
2021-07-01 13:36:00,180
2021-07-01 13:37:00,312
2021-07-01 13:38:00,196
2021-07-01 13:39:00,294
2021-07-01 13:40:00,247
2021-07-01 13:41:00,286
2021-07-01 13:42:00,280
2021-07-01 13:43:00,249
2021-07-01 13:44:00,294
2021-07-01 13:45:00,275
2021-07-01 13:46:00,180
2021-07-01 13:47:00,314
2021-07-01 13:48:00,189
2021-07-01 13:49:00,303
2021-07-01 13:50:00,270
2021-07-01 13:51:00,240
2021-07-01 13:52:00,359
2021-07-01 13:53:00,212
2021-07-01 13:54:00,325
2021-07-01 13:55:00,340
2021-07-01 13:56:00,188
2021-07-01 13:57:00,365
2021-07-01 13:58:00,208
2021-07-01 13:59:00,339
2021-07-01 14:00:00,320
2021-07-01 14:01:00,297
2021-07-01 14:02:00,414
2021-07-01 14:03:00,320
2021-07-01 14:04:00,185
2021-07-01 14:05:00,445
2021-07-01 14:06:00,166
2021-07-01 14:07:00,394
2021-07-01 14:08:00,267
2021-07-01 14:09:00,244
2021-07-01 14:10:00,400
2021-07-01 14:11:00,227
2021-07-01 14:12:00,378
2021-07-01 14:13:00,289
2021-07-01 14:14:00,285
2021-07-01 14:15:00,375
2021-07-01 14:16:00,210
2021-07-01 14:17:00,384
2021-07-01 14:18:00,298
2021-07-01 14:19:00,256
2021-07-01 14:20:00,421
