date,papi-internal|gcp|production|es-client-stats-events-v2_fingerprinting
2021-07-03 02:14:00,429
2021-07-03 02:15:00,509
2021-07-03 02:16:00,567
2021-07-03 02:17:00,413
2021-07-03 02:18:00,590
2021-07-03 02:19:00,438
2021-07-03 02:20:00,456
2021-07-03 02:21:00,570
2021-07-03 02:22:00,416
2021-07-03 02:23:00,514
2021-07-03 02:24:00,514
2021-07-03 02:25:00,469
2021-07-03 02:26:00,485
2021-07-03 02:27:00,492
2021-07-03 02:28:00,495
2021-07-03 02:29:00,464
2021-07-03 02:30:00,470
2021-07-03 02:31:00,508
2021-07-03 02:32:00,455
2021-07-03 02:33:00,475
2021-07-03 02:34:00,383
2021-07-03 02:35:00,444
2021-07-03 02:36:00,466
2021-07-03 02:37:00,310
2021-07-03 02:38:00,474
2021-07-03 02:39:00,328
2021-07-03 02:40:00,388
2021-07-03 02:41:00,447
2021-07-03 02:42:00,287
2021-07-03 02:43:00,502
2021-07-03 02:44:00,394
2021-07-03 02:45:00,342
2021-07-03 02:46:00,409
2021-07-03 02:47:00,378
2021-07-03 02:48:00,437
2021-07-03 02:49:00,367
2021-07-03 02:50:00,367
2021-07-03 02:51:00,393
2021-07-03 02:52:00,369
2021-07-03 02:53:00,369
2021-07-03 02:54:00,370
2021-07-03 02:55:00,368
2021-07-03 02:56:00,331
2021-07-03 02:57:00,350
2021-07-03 02:58:00,382
2021-07-03 02:59:00,284
2021-07-03 03:00:00,347
2021-07-03 03:01:00,319
2021-07-03 03:02:00,228
2021-07-03 03:03:00,341
2021-07-03 03:04:00,273
2021-07-03 03:05:00,260
2021-07-03 03:06:00,308
2021-07-03 03:07:00,304
2021-07-03 03:08:00,309
2021-07-03 03:09:00,301
2021-07-03 03:10:00,316
2021-07-03 03:11:00,272
2021-07-03 03:12:00,278
2021-07-03 03:13:00,303
2021-07-03 03:14:00,273
2021-07-03 03:15:00,230
2021-07-03 03:16:00,306
2021-07-03 03:17:00,237
2021-07-03 03:18:00,215
2021-07-03 03:19:00,253
2021-07-03 03:20:00,294
2021-07-03 03:21:00,282
2021-07-03 03:22:00,269
2021-07-03 03:23:00,267
2021-07-03 03:24:00,291
2021-07-03 03:25:00,282
2021-07-03 03:26:00,262
2021-07-03 03:27:00,221
2021-07-03 03:28:00,254
2021-07-03 03:29:00,260
2021-07-03 03:30:00,206
2021-07-03 03:31:00,226
2021-07-03 03:32:00,209
2021-07-03 03:33:00,225
2021-07-03 03:34:00,251
2021-07-03 03:35:00,165
2021-07-03 03:36:00,234
2021-07-03 03:37:00,237
2021-07-03 03:38:00,155
2021-07-03 03:39:00,241
2021-07-03 03:40:00,209
2021-07-03 03:41:00,231
2021-07-03 03:42:00,225
2021-07-03 03:43:00,232
2021-07-03 03:44:00,218
2021-07-03 03:45:00,136
2021-07-03 03:46:00,216
2021-07-03 03:47:00,176
2021-07-03 03:48:00,203
2021-07-03 03:49:00,151
2021-07-03 03:50:00,147
2021-07-03 03:51:00,171
2021-07-03 03:52:00,148
2021-07-03 03:53:00,172
2021-07-03 03:54:00,168
2021-07-03 03:55:00,153
2021-07-03 03:56:00,158
2021-07-03 03:57:00,118
2021-07-03 03:58:00,152
2021-07-03 03:59:00,116
2021-07-03 04:00:00,125
2021-07-03 04:01:00,130
2021-07-03 04:02:00,85
2021-07-03 04:03:00,87
2021-07-03 04:04:00,153
2021-07-03 04:05:00,84
2021-07-03 04:06:00,119
2021-07-03 04:07:00,145
2021-07-03 04:08:00,76
2021-07-03 04:09:00,111
2021-07-03 04:10:00,105
2021-07-03 04:11:00,102
2021-07-03 04:12:00,112
2021-07-03 04:13:00,87
2021-07-03 04:14:00,96
2021-07-03 04:15:00,99
2021-07-03 04:16:00,99
2021-07-03 04:17:00,109
2021-07-03 04:18:00,62
2021-07-03 04:19:00,81
2021-07-03 04:20:00,97
2021-07-03 04:21:00,69
2021-07-03 04:22:00,107
2021-07-03 04:23:00,85
2021-07-03 04:24:00,128
2021-07-03 04:25:00,108
2021-07-03 04:26:00,95
2021-07-03 04:27:00,110
2021-07-03 04:28:00,72
2021-07-03 04:29:00,85
2021-07-03 04:30:00,93
2021-07-03 04:31:00,63
2021-07-03 04:32:00,111
2021-07-03 04:33:00,72
2021-07-03 04:34:00,83
2021-07-03 04:35:00,94
2021-07-03 04:36:00,60
2021-07-03 04:37:00,85
2021-07-03 04:38:00,82
2021-07-03 04:39:00,87
2021-07-03 04:40:00,108
2021-07-03 04:41:00,84
2021-07-03 04:42:00,79
2021-07-03 04:43:00,76
2021-07-03 04:44:00,94
2021-07-03 04:45:00,78
2021-07-03 04:46:00,90
2021-07-03 04:47:00,77
2021-07-03 04:48:00,89
2021-07-03 04:49:00,95
2021-07-03 04:50:00,86
2021-07-03 04:51:00,91
2021-07-03 04:52:00,72
2021-07-03 04:53:00,76
2021-07-03 04:54:00,73
2021-07-03 04:55:00,67
2021-07-03 04:56:00,57
2021-07-03 04:57:00,53
2021-07-03 04:58:00,65
2021-07-03 04:59:00,51
2021-07-03 05:00:00,52
2021-07-03 05:01:00,58
2021-07-03 05:02:00,47
2021-07-03 05:03:00,80
2021-07-03 05:04:00,52
2021-07-03 05:05:00,39
2021-07-03 05:06:00,59
2021-07-03 05:07:00,59
2021-07-03 05:08:00,75
2021-07-03 05:09:00,56
2021-07-03 05:10:00,51
2021-07-03 05:11:00,48
2021-07-03 05:12:00,59
2021-07-03 05:13:00,45
2021-07-03 05:14:00,46
2021-07-03 05:15:00,48
2021-07-03 05:16:00,45
2021-07-03 05:17:00,69
2021-07-03 05:18:00,59
2021-07-03 05:19:00,38
2021-07-03 05:20:00,54
2021-07-03 05:21:00,51
2021-07-03 05:22:00,39
2021-07-03 05:23:00,51
2021-07-03 05:24:00,50
2021-07-03 05:25:00,60
2021-07-03 05:26:00,42
2021-07-03 05:27:00,34
2021-07-03 05:28:00,42
2021-07-03 05:29:00,39
2021-07-03 05:30:00,47
2021-07-03 05:31:00,55
2021-07-03 05:32:00,41
2021-07-03 05:33:00,47
2021-07-03 05:34:00,35
2021-07-03 05:35:00,50
2021-07-03 05:36:00,37
2021-07-03 05:37:00,47
2021-07-03 05:38:00,47
2021-07-03 05:39:00,42
2021-07-03 05:40:00,36
2021-07-03 05:41:00,54
2021-07-03 05:42:00,29
2021-07-03 05:43:00,38
2021-07-03 05:44:00,43
2021-07-03 05:45:00,31
2021-07-03 05:46:00,36
2021-07-03 05:47:00,33
2021-07-03 05:48:00,26
2021-07-03 05:49:00,32
2021-07-03 05:50:00,33
2021-07-03 05:51:00,38
2021-07-03 05:52:00,30
2021-07-03 05:53:00,35
2021-07-03 05:54:00,23
2021-07-03 05:55:00,17
2021-07-03 05:56:00,24
2021-07-03 05:57:00,19
2021-07-03 05:58:00,21
2021-07-03 05:59:00,17
2021-07-03 06:00:00,22
2021-07-03 06:01:00,45
2021-07-03 06:02:00,25
2021-07-03 06:03:00,24
2021-07-03 06:04:00,28
2021-07-03 06:05:00,35
2021-07-03 06:06:00,24
2021-07-03 06:07:00,25
2021-07-03 06:08:00,23
2021-07-03 06:09:00,23
2021-07-03 06:10:00,22
2021-07-03 06:11:00,18
2021-07-03 06:12:00,17
2021-07-03 06:13:00,17
2021-07-03 06:14:00,18
2021-07-03 06:15:00,27
2021-07-03 06:16:00,28
2021-07-03 06:17:00,26
2021-07-03 06:18:00,22
2021-07-03 06:19:00,16
2021-07-03 06:20:00,13
2021-07-03 06:21:00,16
2021-07-03 06:22:00,17
2021-07-03 06:23:00,10
2021-07-03 06:24:00,18
2021-07-03 06:25:00,20
2021-07-03 06:26:00,20
2021-07-03 06:27:00,4
2021-07-03 06:28:00,15
2021-07-03 06:29:00,12
2021-07-03 06:30:00,13
2021-07-03 06:31:00,13
2021-07-03 06:32:00,5
2021-07-03 06:33:00,14
2021-07-03 06:34:00,14
2021-07-03 06:35:00,8
2021-07-03 06:36:00,50
2021-07-03 06:37:00,29
2021-07-03 06:38:00,20
2021-07-03 06:39:00,15
2021-07-03 06:40:00,38
2021-07-03 06:41:00,10
2021-07-03 06:42:00,10
2021-07-03 06:43:00,27
2021-07-03 06:44:00,17
2021-07-03 06:45:00,22
2021-07-03 06:46:00,10
2021-07-03 06:47:00,11
2021-07-03 06:48:00,13
2021-07-03 06:49:00,8
2021-07-03 06:50:00,17
2021-07-03 06:51:00,14
2021-07-03 06:52:00,13
2021-07-03 06:53:00,11
2021-07-03 06:54:00,17
2021-07-03 06:55:00,8
2021-07-03 06:56:00,4
2021-07-03 06:57:00,10
2021-07-03 06:58:00,10
2021-07-03 06:59:00,36
2021-07-03 07:00:00,21
2021-07-03 07:01:00,12
2021-07-03 07:02:00,14
2021-07-03 07:03:00,27
2021-07-03 07:04:00,36
2021-07-03 07:05:00,28
2021-07-03 07:06:00,8
2021-07-03 07:07:00,17
2021-07-03 07:08:00,14
2021-07-03 07:09:00,6
2021-07-03 07:10:00,20
2021-07-03 07:11:00,20
2021-07-03 07:12:00,9
2021-07-03 07:13:00,26
2021-07-03 07:14:00,26
2021-07-03 07:15:00,30
2021-07-03 07:16:00,16
2021-07-03 07:17:00,33
2021-07-03 07:18:00,31
2021-07-03 07:19:00,13
2021-07-03 07:20:00,17
2021-07-03 07:21:00,15
2021-07-03 07:22:00,24
2021-07-03 07:23:00,14
2021-07-03 07:24:00,9
2021-07-03 07:25:00,11
2021-07-03 07:26:00,8
2021-07-03 07:27:00,9
2021-07-03 07:28:00,11
2021-07-03 07:29:00,9
2021-07-03 07:30:00,9
2021-07-03 07:31:00,10
2021-07-03 07:32:00,13
2021-07-03 07:33:00,7
2021-07-03 07:34:00,10
2021-07-03 07:35:00,26
2021-07-03 07:36:00,12
2021-07-03 07:37:00,8
2021-07-03 07:38:00,10
2021-07-03 07:39:00,14
2021-07-03 07:40:00,13
2021-07-03 07:41:00,9
2021-07-03 07:42:00,15
2021-07-03 07:43:00,12
2021-07-03 07:44:00,21
2021-07-03 07:45:00,13
2021-07-03 07:46:00,5
2021-07-03 07:47:00,8
2021-07-03 07:48:00,17
2021-07-03 07:49:00,6
2021-07-03 07:50:00,8
2021-07-03 07:51:00,16
2021-07-03 07:52:00,9
2021-07-03 07:53:00,12
2021-07-03 07:54:00,10
2021-07-03 07:55:00,11
2021-07-03 07:56:00,16
2021-07-03 07:57:00,48
2021-07-03 07:58:00,47
2021-07-03 07:59:00,23
2021-07-03 08:00:00,9
2021-07-03 08:01:00,12
2021-07-03 08:02:00,11
2021-07-03 08:03:00,13
2021-07-03 08:04:00,29
2021-07-03 08:05:00,14
2021-07-03 08:06:00,12
2021-07-03 08:07:00,9
2021-07-03 08:08:00,9
2021-07-03 08:09:00,9
2021-07-03 08:10:00,15
2021-07-03 08:11:00,13
2021-07-03 08:12:00,17
2021-07-03 08:13:00,14
2021-07-03 08:14:00,7
2021-07-03 08:15:00,14
2021-07-03 08:16:00,3
2021-07-03 08:17:00,11
2021-07-03 08:18:00,9
2021-07-03 08:19:00,9
2021-07-03 08:20:00,10
2021-07-03 08:21:00,14
2021-07-03 08:22:00,12
2021-07-03 08:23:00,14
2021-07-03 08:24:00,15
2021-07-03 08:25:00,4
2021-07-03 08:26:00,13
2021-07-03 08:27:00,10
2021-07-03 08:28:00,8
2021-07-03 08:29:00,13
2021-07-03 08:30:00,9
2021-07-03 08:31:00,13
2021-07-03 08:32:00,12
2021-07-03 08:33:00,8
2021-07-03 08:34:00,22
2021-07-03 08:35:00,9
2021-07-03 08:36:00,19
2021-07-03 08:37:00,21
2021-07-03 08:38:00,11
2021-07-03 08:39:00,13
2021-07-03 08:40:00,7
2021-07-03 08:41:00,12
2021-07-03 08:42:00,7
2021-07-03 08:43:00,7
2021-07-03 08:44:00,15
2021-07-03 08:45:00,11
2021-07-03 08:46:00,8
2021-07-03 08:47:00,14
2021-07-03 08:48:00,13
2021-07-03 08:49:00,10
2021-07-03 08:50:00,13
2021-07-03 08:51:00,15
2021-07-03 08:52:00,12
2021-07-03 08:53:00,11
2021-07-03 08:54:00,18
2021-07-03 08:55:00,25
2021-07-03 08:56:00,12
2021-07-03 08:57:00,14
2021-07-03 08:58:00,17
2021-07-03 08:59:00,15
2021-07-03 09:00:00,6
2021-07-03 09:01:00,15
2021-07-03 09:02:00,18
2021-07-03 09:03:00,15
2021-07-03 09:04:00,21
2021-07-03 09:05:00,17
2021-07-03 09:06:00,17
2021-07-03 09:07:00,15
2021-07-03 09:08:00,24
2021-07-03 09:09:00,12
2021-07-03 09:10:00,16
2021-07-03 09:11:00,18
2021-07-03 09:12:00,15
2021-07-03 09:13:00,13
2021-07-03 09:14:00,10
2021-07-03 09:15:00,32
2021-07-03 09:16:00,14
2021-07-03 09:17:00,14
2021-07-03 09:18:00,15
2021-07-03 09:19:00,11
2021-07-03 09:20:00,7
