date,aws|production
2021-05-07 10:52:00,246414.33333333334
2021-05-07 10:54:00,246411.33333333334
2021-05-07 10:56:00,246415.83333333334
2021-05-07 10:58:00,246433.33333333334
2021-05-07 11:00:00,246438.0
2021-05-07 11:02:00,246439.0
2021-05-07 11:04:00,246437.83333333334
2021-05-07 11:06:00,246434.0
2021-05-07 11:08:00,246427.66666666666
2021-05-07 11:10:00,246421.66666666666
2021-05-07 11:12:00,246415.33333333334
2021-05-07 11:14:00,246415.66666666666
2021-05-07 11:16:00,246412.0
2021-05-07 11:18:00,246403.33333333334
2021-05-07 11:20:00,246397.0
2021-05-07 11:22:00,246386.33333333334
2021-05-07 11:24:00,246383.16666666666
2021-05-07 11:26:00,246371.33333333334
2021-05-07 11:28:00,246375.16666666666
2021-05-07 11:30:00,246385.0
2021-05-07 11:32:00,246383.66666666666
2021-05-07 11:34:00,246380.33333333334
2021-05-07 11:36:00,246364.33333333334
2021-05-07 11:38:00,246364.0
2021-05-07 11:40:00,246364.66666666666
2021-05-07 11:42:00,246376.5
2021-05-07 11:44:00,246391.83333333334
2021-05-07 11:46:00,246408.66666666666
2021-05-07 11:48:00,246421.83333333334
2021-05-07 11:50:00,246416.66666666666
2021-05-07 11:52:00,246403.83333333334
2021-05-07 11:54:00,246398.5
2021-05-07 11:56:00,246402.66666666666
2021-05-07 11:58:00,246397.66666666666
2021-05-07 12:00:00,246354.33333333334
2021-05-07 12:02:00,246342.5
2021-05-07 12:04:00,246337.16666666666
2021-05-07 12:06:00,246370.0
2021-05-07 12:08:00,246357.33333333334
2021-05-07 12:10:00,246353.0
2021-05-07 12:12:00,246338.0
2021-05-07 12:14:00,246308.0
2021-05-07 12:16:00,246296.33333333334
2021-05-07 12:18:00,246271.66666666666
2021-05-07 12:20:00,246280.83333333334
2021-05-07 12:22:00,246301.16666666666
2021-05-07 12:24:00,246327.66666666666
2021-05-07 12:26:00,246331.0
2021-05-07 12:28:00,246330.66666666666
2021-05-07 12:30:00,246342.33333333334
2021-05-07 12:32:00,246371.66666666666
2021-05-07 12:34:00,246386.16666666666
2021-05-07 12:36:00,246376.33333333334
2021-05-07 12:38:00,246361.33333333334
2021-05-07 12:40:00,246348.66666666666
2021-05-07 12:42:00,246345.0
2021-05-07 12:44:00,246349.16666666666
2021-05-07 12:46:00,246329.0
2021-05-07 12:48:00,246327.33333333334
2021-05-07 12:50:00,246321.33333333334
2021-05-07 12:52:00,246348.33333333334
2021-05-07 12:54:00,246353.66666666666
2021-05-07 12:56:00,246367.33333333334
