date,terminator|aws|production
2021-05-10 18:35:00,248008.0
2021-05-10 18:45:00,248048.0
2021-05-10 18:55:00,248062.0
2021-05-10 19:05:00,249321.0
2021-05-10 19:15:00,248543.0
2021-05-10 19:25:00,248422.0
2021-05-10 19:35:00,248083.0
2021-05-10 19:45:00,248143.0
2021-05-10 19:55:00,248176.0
2021-05-10 20:05:00,248138.0
2021-05-10 20:15:00,248142.0
2021-05-10 20:25:00,248129.0
2021-05-10 20:35:00,248144.0
2021-05-10 20:45:00,248180.0
2021-05-10 20:55:00,248215.0
2021-05-10 21:05:00,248215.0
2021-05-10 21:15:00,248200.0
2021-05-10 21:25:00,248221.0
2021-05-10 21:35:00,248208.0
2021-05-10 21:45:00,248205.0
2021-05-10 21:55:00,248295.0
2021-05-10 22:05:00,248378.0
2021-05-10 22:15:00,248371.0
2021-05-10 22:25:00,248358.0
2021-05-10 22:35:00,248254.0
2021-05-10 22:45:00,248331.0
2021-05-10 22:55:00,248333.0
2021-05-10 23:05:00,248361.0
2021-05-10 23:15:00,248379.0
2021-05-10 23:25:00,248413.0
2021-05-10 23:35:00,248452.0
2021-05-10 23:45:00,248436.0
2021-05-10 23:55:00,248384.0
2021-05-11 00:05:00,248415.0
2021-05-11 00:15:00,247984.0
2021-05-11 00:25:00,248440.0
2021-05-11 00:35:00,248449.0
2021-05-11 00:45:00,248409.0
2021-05-11 00:55:00,248434.0
2021-05-11 01:05:00,248439.0
2021-05-11 01:15:00,248441.0
2021-05-11 01:25:00,248459.0
2021-05-11 01:35:00,248423.0
2021-05-11 01:45:00,248424.0
2021-05-11 01:55:00,248416.0
2021-05-11 02:05:00,248428.0
2021-05-11 02:15:00,248470.0
2021-05-11 02:25:00,248444.0
2021-05-11 02:35:00,248451.0
2021-05-11 02:45:00,248450.0
2021-05-11 02:55:00,248472.0
2021-05-11 03:05:00,248459.0
2021-05-11 03:15:00,248455.0
2021-05-11 03:25:00,248442.0
2021-05-11 03:35:00,248480.0
2021-05-11 03:45:00,248459.0
2021-05-11 03:55:00,248445.0
2021-05-11 04:05:00,248471.0
2021-05-11 04:15:00,248452.0
2021-05-11 04:25:00,248475.0
2021-05-11 04:35:00,248453.0
2021-05-11 04:45:00,248484.0
2021-05-11 04:55:00,248474.0
2021-05-11 05:05:00,248508.0
2021-05-11 05:15:00,248528.0
2021-05-11 05:25:00,248476.0
2021-05-11 05:35:00,248439.0
2021-05-11 05:45:00,248492.0
2021-05-11 05:55:00,248428.0
2021-05-11 06:05:00,248522.0
2021-05-11 06:15:00,248430.0
2021-05-11 06:25:00,248506.0
2021-05-11 06:35:00,248494.0
2021-05-11 06:45:00,248516.0
2021-05-11 06:55:00,248476.0
2021-05-11 07:05:00,248477.0
2021-05-11 07:15:00,248732.0
2021-05-11 07:25:00,248152.0
2021-05-11 07:35:00,248316.0
2021-05-11 07:45:00,248508.0
2021-05-11 07:55:00,248251.0
2021-05-11 08:05:00,248307.0
2021-05-11 08:15:00,248286.0
2021-05-11 08:25:00,247593.0
2021-05-11 08:35:00,248267.0
2021-05-11 08:45:00,248245.0
2021-05-11 08:55:00,248376.0
2021-05-11 09:05:00,248391.0
2021-05-11 09:15:00,248168.0
2021-05-11 09:25:00,248355.0
2021-05-11 09:35:00,248280.0
2021-05-11 09:45:00,248402.0
2021-05-11 09:55:00,248408.0
2021-05-11 10:05:00,248414.0
2021-05-11 10:15:00,248404.0
2021-05-11 10:25:00,248387.0
2021-05-11 10:35:00,248447.0
2021-05-11 10:45:00,248438.0
2021-05-11 10:55:00,248426.0
2021-05-11 11:05:00,248464.0
2021-05-11 11:15:00,248371.0
2021-05-11 11:25:00,248411.0
2021-05-11 11:35:00,248439.0
2021-05-11 11:45:00,248471.0
2021-05-11 11:55:00,248434.0
2021-05-11 12:05:00,248431.0
2021-05-11 12:15:00,248535.0
2021-05-11 12:25:00,248475.0
2021-05-11 12:35:00,248540.0
2021-05-11 12:45:00,248550.0
2021-05-11 12:55:00,248624.0
2021-05-11 13:05:00,248577.0
2021-05-11 13:15:00,248571.0
2021-05-11 13:25:00,248504.0
2021-05-11 13:35:00,248657.0
2021-05-11 13:45:00,248569.0
2021-05-11 13:55:00,248562.0
2021-05-11 14:05:00,248567.0
2021-05-11 14:15:00,248587.0
2021-05-11 14:25:00,248718.0
2021-05-11 14:35:00,248703.0
2021-05-11 14:45:00,248655.0
2021-05-11 14:55:00,248594.0
2021-05-11 15:05:00,248665.0
2021-05-11 15:15:00,248638.0
2021-05-11 15:25:00,248819.0
2021-05-11 15:35:00,248758.0
2021-05-11 15:45:00,248795.0
2021-05-11 15:55:00,248798.0
2021-05-11 16:05:00,248848.0
2021-05-11 16:15:00,248851.0
2021-05-11 16:25:00,248819.0
2021-05-11 16:35:00,248813.0
2021-05-11 16:45:00,248813.0
2021-05-11 16:55:00,248799.0
2021-05-11 17:05:00,248806.0
