date,dizzy_updater|production
2021-07-30 02:20:00,55725.06794800206
2021-07-30 02:25:00,55628.42720016621
2021-07-30 02:30:00,55906.73271993102
2021-07-30 02:35:00,63031.21592275097
2021-07-30 02:40:00,60179.09604519
2021-07-30 02:45:00,60927.579330665896
2021-07-30 02:50:00,73679.39153201022
2021-07-30 02:55:00,64797.1848870137
2021-07-30 03:00:00,75174.46282036137
2021-07-30 03:05:00,58147.347093985976
2021-07-30 03:10:00,59720.12154781191
2021-07-30 03:15:00,66631.7728045177
2021-07-30 03:20:00,65823.73611086924
2021-07-30 03:25:00,62666.41311415581
2021-07-30 03:30:00,72717.53935663404
2021-07-30 03:35:00,69224.61910065437
2021-07-30 03:40:00,65757.54823944118
2021-07-30 03:45:00,81847.53729582258
2021-07-30 03:50:00,64545.430875334
2021-07-30 03:55:00,63602.64172833545
2021-07-30 04:00:00,71153.24420928974
2021-07-30 04:05:00,71853.89094645316
2021-07-30 04:10:00,124650.47670761893
2021-07-30 04:15:00,67238.01297910769
2021-07-30 04:20:00,122832.27490943926
2021-07-30 04:25:00,98121.4143562261
2021-07-30 04:30:00,71759.02800911017
2021-07-30 04:35:00,69089.59480172844
2021-07-30 04:40:00,93394.95655154738
2021-07-30 04:45:00,65930.78216739534
2021-07-30 04:50:00,73688.75849556524
2021-07-30 04:55:00,84291.76198436244
2021-07-30 05:00:00,82483.10263733752
2021-07-30 05:05:00,67611.87735878339
2021-07-30 05:10:00,70929.95251955843
2021-07-30 05:15:00,68067.5597791987
2021-07-30 05:20:00,72147.73323788264
2021-07-30 05:25:00,109393.09437930524
2021-07-30 05:30:00,71224.90031908859
2021-07-30 05:35:00,105112.43643830121
2021-07-30 05:40:00,117565.25188042686
2021-07-30 05:45:00,72828.2940912201
2021-07-30 05:50:00,69972.00256246178
2021-07-30 05:55:00,103516.88272928323
2021-07-30 06:00:00,144192.00926111225
2021-07-30 06:05:00,79849.08121153114
2021-07-30 06:10:00,102549.22919615047
2021-07-30 06:15:00,71693.02076873677
2021-07-30 06:20:00,72024.31366464948
2021-07-30 06:25:00,109744.00728601542
2021-07-30 06:30:00,130876.95738707499
2021-07-30 06:35:00,122226.77392140676
2021-07-30 06:40:00,79829.35850077367
2021-07-30 06:45:00,71607.52567717193
2021-07-30 06:50:00,82103.96232921533
2021-07-30 06:55:00,85328.53946488426
2021-07-30 07:00:00,119130.71164890732
2021-07-30 07:05:00,73232.14273267372
2021-07-30 07:10:00,128348.32210325285
2021-07-30 07:15:00,120246.23257151086
2021-07-30 07:20:00,106872.52436709538
2021-07-30 07:25:00,100174.66255745217
2021-07-30 07:30:00,88225.27443088747
2021-07-30 07:35:00,74571.45640660694
2021-07-30 07:40:00,98623.86150497456
2021-07-30 07:45:00,86282.2280132298
2021-07-30 07:50:00,100751.63861460394
2021-07-30 07:55:00,78897.8726579447
2021-07-30 08:00:00,126937.53627067887
2021-07-30 08:05:00,133591.71325842675
2021-07-30 08:10:00,141860.49083690852
2021-07-30 08:15:00,79410.67968993001
2021-07-30 08:20:00,79956.50865681421
2021-07-30 08:25:00,76786.29476571907
2021-07-30 08:30:00,82870.4177044862
2021-07-30 08:35:00,104983.13881407384
2021-07-30 08:40:00,145766.5332244889
2021-07-30 08:45:00,118010.1295923982
2021-07-30 08:50:00,78395.08280899274
2021-07-30 08:55:00,95568.64613547163
2021-07-30 09:00:00,96281.25837533026
2021-07-30 09:05:00,127158.38947562885
2021-07-30 09:10:00,94257.08818779356
2021-07-30 09:15:00,103574.52956978168
2021-07-30 09:20:00,81703.28168724861
2021-07-30 09:25:00,81633.9242688033
2021-07-30 09:30:00,87102.5367149096
2021-07-30 09:35:00,82329.31487283784
2021-07-30 09:40:00,83524.72798499197
2021-07-30 09:45:00,81664.9627709805
2021-07-30 09:50:00,86518.92538711888
2021-07-30 09:55:00,83909.33846118014
2021-07-30 10:00:00,87715.75936636675
2021-07-30 10:05:00,84381.91104681825
2021-07-30 10:10:00,93177.04059540416
2021-07-30 10:15:00,86176.59199965562
2021-07-30 10:20:00,86820.22756912166
2021-07-30 10:25:00,88076.74691612838
2021-07-30 10:30:00,93396.98019137995
2021-07-30 10:35:00,90774.93844902812
2021-07-30 10:40:00,90759.07722719552
2021-07-30 10:45:00,91388.92946932031
2021-07-30 10:50:00,99573.43300721527
2021-07-30 10:55:00,85284.57348668575
2021-07-30 11:00:00,110560.69256335178
2021-07-30 11:05:00,97888.96622646296
2021-07-30 11:10:00,91779.15310954869
2021-07-30 11:15:00,89087.49382150474
2021-07-30 11:20:00,90723.20937753208
2021-07-30 11:25:00,92501.93538988821
2021-07-30 11:30:00,88068.4183134749
2021-07-30 11:35:00,91021.8993656267
2021-07-30 11:40:00,96132.17986085915
2021-07-30 11:45:00,93622.9531239226
2021-07-30 11:50:00,96839.97204722645
2021-07-30 11:55:00,59075.84400386298
2021-07-30 12:00:00,11435.283311885723
2021-07-30 12:05:00,31055.15687176405
2021-07-30 12:10:00,36394.96119902479
2021-07-30 12:15:00,55051.41887367838
2021-07-30 12:20:00,55206.77194083142
2021-07-30 12:25:00,50509.77690328572
2021-07-30 12:30:00,52864.57668993337
2021-07-30 12:35:00,57868.07268524572
2021-07-30 12:40:00,64330.18424415179
2021-07-30 12:45:00,66478.67421173178
2021-07-30 12:50:00,65736.49085802012
2021-07-30 12:55:00,65668.84181501516
2021-07-30 13:00:00,70321.30161617052
2021-07-30 13:05:00,71506.11486739447
2021-07-30 13:10:00,71229.76114505559
2021-07-30 13:15:00,85215.32837314805
2021-07-30 13:20:00,85421.85485633425
2021-07-30 13:25:00,46396.35603037779
2021-07-30 13:30:00,10352.55968956085
2021-07-30 13:35:00,7559.678360793529
2021-07-30 13:40:00,4130.596268210907
2021-07-30 13:45:00,718.0763744404617
2021-07-30 13:50:00,217.33669969256255
2021-07-30 13:55:00,0.0
2021-07-30 14:00:00,14239.502175627085
2021-07-30 14:05:00,10100.16114525088
2021-07-30 14:10:00,7071.999025365653
2021-07-30 14:15:00,0.0
2021-07-30 14:20:00,14550.311412684865
2021-07-30 14:25:00,18810.89295366928
2021-07-30 14:30:00,0.0
2021-07-30 14:35:00,10811.446546314084
2021-07-30 14:40:00,1600.0807182916722
2021-07-30 14:45:00,109949.58731610862
2021-07-30 14:50:00,7441.716061791531
2021-07-30 14:55:00,2003.641574565102
2021-07-30 15:00:00,5891.114535563671
2021-07-30 15:05:00,21574.367063432986
2021-07-30 15:10:00,12691.772188475643
2021-07-30 15:15:00,6190.669153318457
2021-07-30 15:20:00,33653.84195336646
2021-07-30 15:25:00,0.0
2021-07-30 15:30:00,6672.031313914665
2021-07-30 15:35:00,0.0
2021-07-30 15:40:00,956.465540965543
2021-07-30 15:45:00,16099.91186761263
2021-07-30 15:50:00,23837.36769417621
2021-07-30 15:55:00,5815.22889174027
2021-07-30 16:00:00,0.0
2021-07-30 16:05:00,436.4913638092921
2021-07-30 16:10:00,804.549834696292
2021-07-30 16:15:00,2306.1429349130062
2021-07-30 16:20:00,431.44237110270075
2021-07-30 16:25:00,0.0
2021-07-30 16:30:00,2174.0655287373042
2021-07-30 16:35:00,12075.464938323339
2021-07-30 16:40:00,522.1234116327983
2021-07-30 16:45:00,1359.0087528823976
2021-07-30 16:50:00,0.0
2021-07-30 16:55:00,12681.761146110588
2021-07-30 17:00:00,4249.473503197478
2021-07-30 17:05:00,609.6466036987703
2021-07-30 17:10:00,0.0
2021-07-30 17:15:00,520.7483185873338
2021-07-30 17:20:00,30639.259191913123
2021-07-30 17:25:00,1595.613597676275
2021-07-30 17:30:00,1931.2653395295144
2021-07-30 17:35:00,4155.776283313203
2021-07-30 17:40:00,634.48863291457
2021-07-30 17:45:00,7508.321100992534
2021-07-30 17:50:00,2495.178029921049
2021-07-30 17:55:00,0.0
2021-07-30 18:00:00,4672.8367912908425
2021-07-30 18:05:00,7324.102102019308
2021-07-30 18:10:00,3100.256571763726
2021-07-30 18:15:00,8806.267611302319
2021-07-30 18:20:00,0.0
2021-07-30 18:25:00,62153.83426902374
2021-07-30 18:30:00,14059.985770163905
2021-07-30 18:35:00,44154.418197502695
2021-07-30 18:40:00,2156.2526087866227
2021-07-30 18:45:00,0.0
2021-07-30 18:50:00,1500.217613362851
2021-07-30 18:55:00,216.23764522261652
2021-07-30 19:00:00,1629.5240640965228
2021-07-30 19:05:00,11337.622749911008
2021-07-30 19:10:00,0.0
2021-07-30 19:15:00,1430.6205794202506
2021-07-30 19:20:00,5747.383648356035
2021-07-30 19:25:00,3455.7309209443556
2021-07-30 19:30:00,8649.425024224887
2021-07-30 19:35:00,0.0
2021-07-30 19:40:00,10661.458058502754
2021-07-30 19:45:00,2554.72202331879
2021-07-30 19:50:00,8124.6377729694295
2021-07-30 19:55:00,302.74802348040794
2021-07-30 20:00:00,0.0
2021-07-30 20:05:00,8975.3663012912
2021-07-30 20:10:00,3133.96156044538
2021-07-30 20:15:00,3424.6013314174315
2021-07-30 20:20:00,9637.680892674127
2021-07-30 20:25:00,0.0
2021-07-30 20:30:00,0.0
2021-07-30 20:35:00,215.72683204617098
2021-07-30 20:40:00,215.95110726680886
2021-07-30 20:45:00,14514.486201191892
2021-07-30 20:50:00,519.3871245771782
2021-07-30 20:55:00,1869.9770403355362
2021-07-30 21:00:00,1318.6917700429442
2021-07-30 21:05:00,783.7339252093728
2021-07-30 21:10:00,1740.260431474969
2021-07-30 21:15:00,776.0955089511544
2021-07-30 21:20:00,1670.2096744245134
2021-07-30 21:25:00,18704.950541498318
2021-07-30 21:30:00,0.0
2021-07-30 21:35:00,20662.564486851225
2021-07-30 21:40:00,485.1277333348097
2021-07-30 21:45:00,4608.429175502849
2021-07-30 21:50:00,18870.34739624661
2021-07-30 21:55:00,0.0
2021-07-30 22:00:00,0.0
2021-07-30 22:05:00,16500.320948250086
2021-07-30 22:10:00,520.3597956486402
2021-07-30 22:15:00,2798.8590650723963
2021-07-30 22:20:00,2541.7844799226223
2021-07-30 22:25:00,0.0
2021-07-30 22:30:00,432.10414171530533
2021-07-30 22:35:00,518.4025410566596
2021-07-30 22:40:00,302.19686512391206
2021-07-30 22:45:00,301.81168261500324
2021-07-30 22:50:00,1786.7188824459358
2021-07-30 22:55:00,1728.1164017702852
2021-07-30 23:00:00,0.0
2021-07-30 23:05:00,1678.472580897397
2021-07-30 23:10:00,1502.2520724260685
2021-07-30 23:15:00,1632.2832856178286
2021-07-30 23:20:00,1505.2453588764586
2021-07-30 23:25:00,6882.458816015966
2021-07-30 23:30:00,3989.302111131614
2021-07-30 23:35:00,0.0
2021-07-30 23:40:00,0.0
2021-07-30 23:45:00,3383.9629603454046
2021-07-30 23:50:00,0.0
2021-07-30 23:55:00,114.65342206320028
2021-07-31 00:00:00,114.45212832809852
2021-07-31 00:05:00,416.1779064942389
2021-07-31 00:10:00,0.0
2021-07-31 00:15:00,301.5342909946174
2021-07-31 00:20:00,301.23024761822927
2021-07-31 00:25:00,526.3545341550567
2021-07-31 00:30:00,0.0
2021-07-31 00:35:00,0.0
2021-07-31 00:40:00,12879.290287250322
2021-07-31 00:45:00,415.94174339543594
2021-07-31 00:50:00,302.31646211831463
2021-07-31 00:55:00,0.0
2021-07-31 01:00:00,302.41971398763474
2021-07-31 01:05:00,0.0
2021-07-31 01:10:00,1285.1014754486616
2021-07-31 01:15:00,2413.2383440540334
2021-07-31 01:20:00,0.0
2021-07-31 01:25:00,301.9402997026738
2021-07-31 01:30:00,0.0
2021-07-31 01:35:00,0.0
2021-07-31 01:40:00,0.0
2021-07-31 01:45:00,302.75403687362996
2021-07-31 01:50:00,302.9021465648156
2021-07-31 01:55:00,0.0
2021-07-31 02:00:00,303.1672618774986
2021-07-31 02:05:00,3586.102446066685
2021-07-31 02:10:00,1518.075836579343
2021-07-31 02:15:00,0.0
2021-07-31 02:20:00,0.0
2021-07-31 02:25:00,416.297372308778
2021-07-31 02:30:00,4433.521444718987
2021-07-31 02:35:00,304.28016117215157
2021-07-31 02:40:00,304.41725954961214
2021-07-31 02:45:00,0.0
2021-07-31 02:50:00,0.0
2021-07-31 02:55:00,0.0
2021-07-31 03:00:00,3487.9877803491995
2021-07-31 03:05:00,305.3881061509152
2021-07-31 03:10:00,0.0
2021-07-31 03:15:00,3279.417853008323
2021-07-31 03:20:00,762.9385059250618
2021-07-31 03:25:00,305.5300065241194
2021-07-31 03:30:00,0.0
2021-07-31 03:35:00,7248.912811489332
2021-07-31 03:40:00,0.0
2021-07-31 03:45:00,877.2574933364798
2021-07-31 03:50:00,306.0351681309948
2021-07-31 03:55:00,0.0
2021-07-31 04:00:00,67450.11659875512
2021-07-31 04:05:00,0.0
2021-07-31 04:10:00,778.9668951976199
2021-07-31 04:15:00,306.04602577615725
2021-07-31 04:20:00,611.154123304711
2021-07-31 04:25:00,305.13121600634133
2021-07-31 04:30:00,0.0
2021-07-31 04:35:00,0.0
2021-07-31 04:40:00,586.8995157668465
2021-07-31 04:45:00,588.864920070994
2021-07-31 04:50:00,591.5804944219645
2021-07-31 04:55:00,0.0
2021-07-31 05:00:00,587.0830994575699
2021-07-31 05:05:00,64651.059219131464
2021-07-31 05:10:00,1097.307353063065
2021-07-31 05:15:00,0.0
2021-07-31 05:20:00,1143.892928288533
2021-07-31 05:25:00,0.0
2021-07-31 05:30:00,0.0
2021-07-31 05:35:00,2574.222311758501
2021-07-31 05:40:00,306.9169350129643
2021-07-31 05:45:00,1598.0106114306554
2021-07-31 05:50:00,0.0
2021-07-31 05:55:00,893.278159049161
2021-07-31 06:00:00,5657.762873019563
2021-07-31 06:05:00,6352.19540430021
2021-07-31 06:10:00,2212.5860301630255
2021-07-31 06:15:00,2305.1706512359606
2021-07-31 06:20:00,5727.589540189588
2021-07-31 06:25:00,8224.23398864392
2021-07-31 06:30:00,0.0
2021-07-31 06:35:00,1425.9430884488045
2021-07-31 06:40:00,1534.0289638406452
2021-07-31 06:45:00,2310.2023840480865
2021-07-31 06:50:00,307.7692456534528
2021-07-31 06:55:00,307.3511472354691
2021-07-31 07:00:00,115.90540590720255
2021-07-31 07:05:00,0.0
2021-07-31 07:10:00,1067.3580539214902
2021-07-31 07:15:00,0.0
2021-07-31 07:20:00,0.0
2021-07-31 07:25:00,0.0
2021-07-31 07:30:00,13254.349164544969
2021-07-31 07:35:00,1342.2040474671358
2021-07-31 07:40:00,0.0
2021-07-31 07:45:00,0.0
2021-07-31 07:50:00,652.7268778646558
2021-07-31 07:55:00,114.93915193244617
2021-07-31 08:00:00,307.51055271342653
2021-07-31 08:05:00,0.0
2021-07-31 08:10:00,2100.551684760278
2021-07-31 08:15:00,4822.569947054615
2021-07-31 08:20:00,421.86087040283604
2021-07-31 08:25:00,307.3888849541317
2021-07-31 08:30:00,233.4443100313656
2021-07-31 08:35:00,0.0
2021-07-31 08:40:00,307.99717739006365
2021-07-31 08:45:00,852.1608964859086
2021-07-31 08:50:00,0.0
2021-07-31 08:55:00,853.2726262988142
2021-07-31 09:00:00,661.7263381745256
2021-07-31 09:05:00,1208.0612438521753
2021-07-31 09:10:00,973.2069048213365
2021-07-31 09:15:00,1027.3557441061141
2021-07-31 09:20:00,0.0
2021-07-31 09:25:00,665.9377031325535
2021-07-31 09:30:00,0.0
2021-07-31 09:35:00,921.9762890970636
2021-07-31 09:40:00,0.0
2021-07-31 09:45:00,307.07102962963614
2021-07-31 09:50:00,3088.718905486999
2021-07-31 09:55:00,0.0
2021-07-31 10:00:00,307.26143926001237
2021-07-31 10:05:00,307.35771060237545
2021-07-31 10:10:00,0.0
2021-07-31 10:15:00,307.56594538229484
2021-07-31 10:20:00,0.0
2021-07-31 10:25:00,308.007229710119
2021-07-31 10:30:00,308.0742488654009
2021-07-31 10:35:00,0.0
2021-07-31 10:40:00,1034.695720099928
2021-07-31 10:45:00,0.0
2021-07-31 10:50:00,1816.216949877994
2021-07-31 10:55:00,0.0
2021-07-31 11:00:00,0.0
2021-07-31 11:05:00,0.0
2021-07-31 11:10:00,307.6276273762172
2021-07-31 11:15:00,0.0
2021-07-31 11:20:00,112.372844839172
2021-07-31 11:25:00,0.0
2021-07-31 11:30:00,40618.10409450531
2021-07-31 11:35:00,21408.813274891938
2021-07-31 11:40:00,20363.53884974122
2021-07-31 11:45:00,308.279734811976
2021-07-31 11:50:00,1457.5555567023007
2021-07-31 11:55:00,1293.8826341936197
2021-07-31 12:00:00,883.381648961562
2021-07-31 12:05:00,0.0
2021-07-31 12:10:00,885.42753729792
2021-07-31 12:15:00,1755.183746678991
2021-07-31 12:20:00,2933.9157302776975
2021-07-31 12:25:00,251.58038229758708
2021-07-31 12:30:00,0.0
2021-07-31 12:35:00,420.48347955651894
2021-07-31 12:40:00,1049.5199120832494
2021-07-31 12:45:00,925.9015771069078
2021-07-31 12:50:00,1000.0740945538402
2021-07-31 12:55:00,0.0
2021-07-31 13:00:00,1842.71962847661
2021-07-31 13:05:00,2304.027776020739
2021-07-31 13:10:00,419.87677028031624
2021-07-31 13:15:00,0.0
2021-07-31 13:20:00,309.0721840269148
2021-07-31 13:25:00,0.0
2021-07-31 13:30:00,0.0
2021-07-31 13:35:00,0.0
2021-07-31 13:40:00,0.0
2021-07-31 13:45:00,110.69339662053477
2021-07-31 13:50:00,309.4640463675891
2021-07-31 13:55:00,0.0
2021-07-31 14:00:00,1474.1652770175801
2021-07-31 14:05:00,308.8718686695711
2021-07-31 14:10:00,308.9127606867416
2021-07-31 14:15:00,0.0
2021-07-31 14:20:00,308.5946858779071
2021-07-31 14:25:00,0.0
2021-07-31 14:30:00,0.0
2021-07-31 14:35:00,1490.4351574858165
2021-07-31 14:40:00,1245.2861137552113
2021-07-31 14:45:00,308.4974658705971
2021-07-31 14:50:00,0.0
2021-07-31 14:55:00,0.0
2021-07-31 15:00:00,0.0
2021-07-31 15:05:00,2730.4885879100025
2021-07-31 15:10:00,418.61550553020663
2021-07-31 15:15:00,897.9764212108704
2021-07-31 15:20:00,309.25225770848556
2021-07-31 15:25:00,259.01818155260327
2021-07-31 15:30:00,0.0
2021-07-31 15:35:00,1304.6332011142024
2021-07-31 15:40:00,2899.033251362962
2021-07-31 15:45:00,109.36095129360893
2021-07-31 15:50:00,0.0
2021-07-31 15:55:00,310.10583185987406
2021-07-31 16:00:00,310.1342575883736
2021-07-31 16:05:00,3997.631397322755
2021-07-31 16:10:00,20411.546359661625
2021-07-31 16:15:00,39490.53348004996
2021-07-31 16:20:00,0.0
2021-07-31 16:25:00,87968.15810912196
2021-07-31 16:30:00,97707.52584546737
2021-07-31 16:35:00,63445.44887278341
2021-07-31 16:40:00,70689.0774547259
2021-07-31 16:45:00,76688.98671471156
2021-07-31 16:50:00,311.13490033598356
2021-07-31 16:55:00,5761.49313454628
2021-07-31 17:00:00,0.0
2021-07-31 17:05:00,41444.70517527027
2021-07-31 17:10:00,31335.045515460297
2021-07-31 17:15:00,25824.57896988288
2021-07-31 17:20:00,0.0
2021-07-31 17:25:00,419.5769764484227
2021-07-31 17:30:00,0.0
2021-07-31 17:35:00,1471.7702223739177
2021-07-31 17:40:00,0.0
2021-07-31 17:45:00,693.8368186033689
2021-07-31 17:50:00,0.0
2021-07-31 17:55:00,1697.7975477436523
2021-07-31 18:00:00,1699.8932966537297
2021-07-31 18:05:00,38121.91940046559
2021-07-31 18:10:00,12263.317014174265
2021-07-31 18:15:00,0.0
2021-07-31 18:20:00,4090.3693375317384
2021-07-31 18:25:00,1524.378801257075
2021-07-31 18:30:00,1002.0092527304058
2021-07-31 18:35:00,690.3194718021293
2021-07-31 18:40:00,0.0
2021-07-31 18:45:00,691.3949208488298
2021-07-31 18:50:00,0.0
2021-07-31 18:55:00,0.0
2021-07-31 19:00:00,3182.9798221515543
2021-07-31 19:05:00,633.0191070331083
2021-07-31 19:10:00,0.0
2021-07-31 19:15:00,629.3566503416854
2021-07-31 19:20:00,628.2211889839563
2021-07-31 19:25:00,0.0
2021-07-31 19:30:00,0.0
2021-07-31 19:35:00,1637.6425422488326
2021-07-31 19:40:00,314.0672313199707
2021-07-31 19:45:00,314.1063233208347
2021-07-31 19:50:00,314.2285890245252
