site_id	timeline_text
0524d869-ec25-4f79-8b0e-01886b417e02	75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 77 77 77 77 77 75
39153d1a-2a76-48e9-86b2-1f9e06034e85	75 75 75 75 75 75 75 75 75 75 75 75 77 77 77 75 75 75 75 75 75 75 75
d9a0f2b8-6d79-4484-9581-bb809a4c3d7d	75 75 75 75 75 75 75 75 75 75 74 75 75 75 74 75 75 75 77 10 13 77 10 13 10 13 77 75 75 75 75 77
8788da6d-3cc7-4d19-9564-7e0354105887	77 77 77 77 41 34 75 75 77 75 75 75 75 75 75 75 34 41 75 75 75 77 77 75 75 77 75 74 75 75 75 75 74 75 75 75 75 74 75 41 75 75 75 75 75 75 75 74 75 77 77 77 75 75 77 75 41 77 75 77 75 75 74 75 75 75 75 77 75 75 75 75 75 75 77 75 75 77 77 77 77 77 77 77 77 77 77 75 77 77 75 77 75 77 77 77 77 41 77 77 77 77 77 77 77 77 77 77 75 77 77 77 77 73 77 77 77 77 75 77
9b959a68-5f5d-47a5-9136-9b08c4647ac6	69 75 75 75 75 71 75 75 75 77 75 75 75 71 75 75 75 75 71 75 75 75 75 75 71 74 75 75 75 75 75 75 75 75 75 71 75 75 75 75 71 75 75 71 75 75 75 71 77 75 75 75 75 75 75 75 75 75 75 74 75 75 75 75 75 27 75 75 71 75 75 75 75 77 77 75 77 75 77 75 77 75 75 77 75 75 75 75 77 75 77 77 75 77 75 77 77 75 77 71 77 77 75 75 77 75 77 75 75 77 77 77 75 77 77 75 77 77 77 77 77 77 77 77 77 77 75 77 77 77 77 77 77 77 77 77 77 77 77 75 77 77 77 75 75 71 77 77 77 77 77 77 77 77 77 70 70 70 77 77 77 77 77 77 75 71 77 77 77 75 75 77 75 75 75 77 75 75 75 77 75 77 75 77 75 75 77 71 74 75 75 75 71 74 75 75 75 77 69 73 75 77 77 71 75 77 75 75 74 75 71 75 75 75 75 75 75 75 75 77 71 75 75 70 75 75 75
41c9c0a2-05f6-4eba-9c46-3bc4c657be51	77 77 75 77 70 70 75 74 75
5e029f3d-7e70-45ff-98b8-5f99d02c9578	75 65 77 75 75 65 75 65 75 75 28 75 65 65 77 65 75 65 65 75 75 75 65 65 65 65 75
c9ada9fc-80e8-4faf-9311-4aaf54ebd8ad	75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 74 75 74 75 75 75 75 75 74 75 75 75 74 75 75 75
57d6a436-d876-41e0-bdd7-1e165e9987fe	75 75 75 75 75 10 77
4f8f00b9-bb7f-4d6a-a842-b90ddfcba804	75 75 75 75 75 75 75 75 75 75 77 75 75 75 77 75
41e5ced8-4f48-4bed-ab50-766037c797cf	69 75 75 75 70 75 75 75 77 75 75 75 75 75 75 75 75 75 75 77 70 75 75 77
8d7aa025-fb29-4af3-9a03-baa2eae9832c	77 75 74 77 70 70 77 77
c7e11401-2432-44f6-9037-447d008ecac4	69 62 75 77 75 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 70 77 77 62 75 75 75 75 75 77 75 35 35 62 75 35 43 77 43 75 75 77 43 75 77 75 75 62 77
683910de-76b8-4d83-9ce0-8b027ffd6e52	77 77 75 75 45 40 40 75 75 75 75 75
eeb8e920-b5a3-46be-9e40-3a3a643daf87	75 27 77 70 27 75 77 64 64 75 75 75 75
4ed44a7d-07dd-4ce6-b097-06c6176ddcc8	75 75 75 75 75 28 75 77 75 28 28 74 75
81d38dad-9eff-491a-91c5-38602ca03ae5	77 75 75 75 75 75 75 75 25 75 75
0c76a286-a922-4290-aaee-9ac979b70021	75 77
1b96ed0c-efca-4ee8-957c-30804fd71195	1 61 77 75 75 9 9 9 9 9 9 9 9 9 9 75 77 77 77 77 77 77 13 70 10 77 70 13 77 10 13 77 13 77 77 77 77 10 1 69 77 77 28 27 28 75 75 75 75
224987b1-81cd-4993-a7c4-b058816a4533	77 75 75 75 75 75 75 70 75 75 75 77 77 75 77 75 75 75 75 75 75 75 75 75
48a02d22-73df-447c-8cfc-38083b13da68	77 65 75
5ec451f5-a91e-49d5-8c0f-a9f14766f695	77 75 28 75 75 28 75 75 28 75 28 75 75 75 75 75 75 25 28 75 75 28 75 75 75 75 28 75
254ba445-5e16-45f5-9111-773c88aa3802	30 75 75 75 75 75 75 77 77 77 75 75 77 75 75 75 42 42 75 75 75 75 42 75 75
ee233a5e-c006-4e80-aa50-4d6ac2517d6f	77 75 77 75 75 75 75 75 75 75 75 77 75 70 75 77 27 77 75 75 75 75 75 75 75 75 75 75
429674a8-366a-42bb-bb42-7d39c5cc553e	75 75 75 75 75 75 75 75 75 75 75 77 77 77 75 75 77 75 75 75 77
5a989028-c921-4f45-85cb-6ffb0e80c80f	75 75 75 75 75 77 77 75 65 75 77 75 77 77 77 77 65 77 77 75 75 75 75 65 75 75 75 75 65 75 75 75 77 77
61fa7a2c-3846-4eb6-b90b-51708a99fe1e	77 77 32 65 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 65 75 75 75 65 75 75 75 75 65 75 75 70 75 75 75 75 75 75 75 75 75 75 75 65 75 75 74 75 75 75 74 65 75 75 75 75 75 75 75 65 75 75 75 74 75 40 75 75 65 75 75 75 75 75 75 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 75 74 75 65 75 75 75 75 75 65 75 77 77 75 75 75 65 75 75 77 77 77 77 70 75 77 70 75 75 65 75 77 75 77 77 75 75 75 75 75 75 77 75 65 75 75 75 75 75 75 75 75 65 75 75 75 75 75 75 75 65 75 75 75 75 75 75 26 65 75 65 75 75 75 75 65 75 28 65 75 75 75 74 75 75 65 75 65 75 75 75 77 65 75 75 75 75
6fc64778-7783-4631-9fb4-a26fa4da930b	75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75 75 75 75 75 28
6ba3fe30-67aa-4357-b8d8-ca1d79eb6668	75 75 75 74 75 75 77 75 74 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75
ad8b6eef-de92-4a84-a262-8230e40fd893	69 65 65 75 42 24 75 65 65 27 75 75 75 65 75 28 75 75 65 75 27 75 75 65 65 75 75 75 75 25 75 65 75 65 65 75 65 75 75 75 75 69 75 77 75 75 75 65 75 75 75 75 65 65 75 75 65 75 65 75 65 65 75 65 30 65 75 75 65 75 75 75 65 75 75 65 75
b39dd655-6d59-4050-8aca-c6985276e8df	75 75 75 75 65 75 65 75 65 75 75 65 75 75 65 75 75 75 75 65 65 75 77 75 77 65 75 75 65 75 75 75 75 75 65 65 65 75 75 75 74 75
befc9cc5-c5c0-45eb-a302-46c04cffdc0c	75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75 75
c60fc223-28fd-459f-a962-47f5822d1749	75 73 75 75 77 75 75 77 75 75 75 71 71 75 71
6a1796ca-01a6-4576-a96f-d3d7b42c577c	75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 77 75 77 75 75 75 75 75 75 75
75f3ef95-2699-4f83-806a-fcad75b30c93	75 77 75 70 75 70
a1b2ff3f-285e-4d9c-a219-3ae26dca6653	75 75 75 65 75 75 77 75 40 75 75 75 75 75 75 75 75 75 75 75
86c988a4-e5ce-41e6-8512-e7893248659e	75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75 75 75 25
ab4a8de0-bac0-4b9a-b079-0bab029975fe	77 75 75
19277554-a032-4968-b65b-061e51cd3918	75 75 75 75 77 77 77 75 75 75 75 75 75
40ad8a27-56be-460f-8643-09ff434f74d3	77 77 77 65 75 65 75 75 75 65 77 75 27 75 75 65 75 75 65 75 75 28 74 75 75 65 75 65 65 65 75 75 75 65 75 75 65 65 75 65 75 65 65 65 65 75 75 75 75 65 75 75 75 65 75 65 75 65 75 75 65 75 75 65 65 77 65 74 75 75 65 27 65 75 65 65 75
4e50edd9-f320-4ef8-bb2a-701bdd08d2f2	28 77 75 77 75 75 75 74 75 75
c99f3704-d23a-45af-88ed-ecfa785ef59b	77 75 75 75 75 77 77 75 77 77 75 75 74 75 75 75 75 75
56450818-b842-4248-9f58-c369456f6cf5	75 75 75 75 75 75 75 75 75 77 77 75 75 75 70 75 70 75 75 75 75 70 75 42 42 75 75 75 75 75 75 75 70 75 75 70 75 75
3b7ac2bb-df61-415c-9e6a-90ab4509db86	75 75 75 75 75 75 75 75 75 75 75 75 77 77 75 75 75 75 75 75 75 75 75
903d82ec-a20d-4777-8206-6eeb950fb1a1	75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75 75 75 75 75
4fe73906-b81d-4aab-90bf-897387e27539	77 73 75 69 75 75 74 73 75 75 75 77 77 77 75 74 77 77 75 77 75 77 75 74 75 69 73 74 75 77 75 74 69
7460a53d-6fb4-4342-bc4f-2b2faf227142	77 70 70 77 39 70 26 28 26 26 26 26 26 26
3c966fc4-147f-4158-96a4-1953d3e3f720	75 77 74 75 75 77 28 28
3d8118b0-7ea7-4997-b89b-3558300cb230	65 10 75 10 75 10 74 75 75 77 65
5ad4a189-55cc-4446-972c-4db8deaa739b	70 70 75 77 77 77 77 77 77 77 77 77 77 70 77 70 75 74 77 75 77 75 75 75 75 75 70 75
9e69045d-1ea7-4b44-a74d-e96db3544716	10 75 10 10 77
51090d2f-de35-4081-82a6-4fd2fdc4342e	77 77 69 73 75 75 65 75 75 65 75 75 75 75 75 65 75 75 75 73 75 75 65 75 75 75 75 75 75 75 75 65 75 75 75 65 75 75 75 75 75 77 75 65 75 75 65 73 75 75 75 75 75 75 75 74 75 65 75 75 75 75 65 75 75 75 75 75 75 65 75 75 75 75 75 75 65 75 75 75 75 75 75 75 65 75 75 75 75 75 75 75 75 75 75 75 65 75 74 69 77 77 77 77 77 77 77 77 77 77 77 77 77 75 65 65 75 75 75 75 65 75 75 75 77 77 77 75 75 77 70 77 28 75 45 75 65 73 75 75 75 77 65 75 70 75 75 75 75 75 75 65 75 75 75 73 75 27 75 65 75 75 75 75 75 75 75 65 75 75 75 75 75 75 75 65 75 75 75 65 75 27 27 75 27 75 75 75 75 75 75 65 75 75 74 75 75 75 75 75 75
dc67c0d0-9fe3-4f47-b032-a47b1122869f	77 75 75 75 75 75 70 75 75 75 28 75 75 28 75 77 77 75 75 74 75 75 42 75 75
5c920325-1e5a-4677-b393-cdecbf50fa88	75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75 75
bcdba28c-ce30-4d9b-88e1-88f7fa3309a5	77 77 75 75 75 75 75 75 75 75 75 75 77 77 75 75 77 77 75 75 75 74 75 75 75 30 75 75 75 75 75
2075b865-93ac-4a70-b00e-9a1d78209f14	77 75 75 75 75 75 75 75 75 75 75 75 75 65 75 75 75
d0e459d1-3bf6-4b0f-a2af-9a0a5e5e1716	75 75 75 75 75 77 77 77 77 77 75 77 77 75 75 75 75 75 75 75
1bb93a50-2688-419c-8ed8-926f5dd713f2	75 75 77 77 77 77 75 75 75 75 75 75
59637678-d1a9-4642-9d91-ca5028002f0d	75 75 75 77 77 77 75 75 77 77 77 77 75 75 75 75
6ff7b83c-e93d-4397-aa73-f19dee0fb144	19 70 70 70 75 70 70 75 77 77 75 77 77 77 44 44 44 44 77
3b2fbf0d-d978-4ca5-9ae1-3e52509ed558	75 75 75 75 75 75 75 77 77 75 77 28 75 28 75 75 75 75 77 75 75 75 75 73 75 75 75 75
cc235a99-d83f-43e1-a2e0-23c475e649ba	77 77 75 77 75 75 75 77 77 77 75 77 77 75 75 77 77 77 77 77 77 77 77 77 77 77 77 77 75 77 77 77 77 75 77 77 73 69 77 77 75 75 75 77 25 75 73 77 75 75 77 75 77 75 75 75 75 75 75 75 75 75 24 75 75 73 75 77 75
d613e732-180b-4b58-bfed-cee5515b3281	77 77 77 77 33 77 70 77 70 77 75 75 75 33 26 75 75 70 77 75 75 77 77 70 77 77 75 75 70 77 77 70 75 26 24 75 75 39 39 70 26 39 75 75 70 77 77 75 75 26 33 75 77 75 75 26 75 75 75 26 70 75 27 75 33 27 75 75 74 26 70 75 77 77 74 75 75 26 75 70 77 75 24 24 77 75 77 75 26 77 39 75 70 75 75 70 77 26 26 75 74 70 24 75 75 75 70 27 70 75 75 25 77 70 75 77 77 26 70 75 26 75 75 27 77 70 75 70 75 26 75 75 75 70
2f5525b7-4ea4-4593-bdab-c9968c0c12fa	75 75 75 75 74 75 75 77 77 77 77 75 77 77 75 75 75 75 75 75 75 75
2273c266-a092-4888-9793-e907ecd398e8	69 75 75 75 77 75 75 77 77 75 77 77 75 28 28 75 77 25 75 75 25 28 75 74 75 74 28
411d8a35-12bc-4ce6-988e-634e76c716dd	75 65 77 77 75 75 75 75 42 75
c5212714-9993-49f5-bc58-c39bdd1392a7	61 9 9 9 9 9 19 19 69 19 19 1 2 1 27 28 28 28 27 27 28 27 28 77 28 28 27 75 28 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 9 9 9 10 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 61 13 13 13 13 13 61 61 61 61 61 61 61 61 61 61 61 61 61 28 77 64 27 13 13 13 13 13 13 13 13 13 13 13 13 77 13 13 77 77 13 13 13 13 13 13 77 77 13 77 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 77 13 13 13 13 13 13 13 13 77 13 13 13 13 77 13 13 13 77 77 13 13 13 13 13 13 13 77 13 13 13 77 13 13 13 77 13 13 13 13 13 77 28 77 77 13 13 13 77 77 77 77 77 77 77 77 77 13 77 77 13 77 77 13 77 77 13 13 77 13 77 77 13 13 77 13 13 77 77 13 13 13 13 13 13 13 13 13 77 13 77 13 13 13 77 13 13 13 13 13 13 77 13 13 13 13 13 77 77 13 77 77 13 13 77 13 13 13 77 77 77 13 13 77 13 77 13 77 77 13 13 13 13 77 13 13 13 77 13 77 77 13 13 77 13 13 13 13 13 13 77 77 77 13 77 77 13 77 77 77 13 77 13 13 13 77 13 13 13 13 77 13 75 75 27 74 75 28 28 75 28 28 28 27 27 75 75 27 27 75 75 75 25 75 28 27 28 75 28 75 75 27 75 9 9 9 9 9 9 9 9 75 27 27 27 75 27 12 28 28 75 28 75 75 64 13 13 13 13 13 28 28 75 75 75 74 75 74 75 75 27 75 75 75 28 74 75 75 27 27 27 28 27 27 75 25 28 13 13 13 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 75 74 75 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 77 13 13 13 13 13 13 13 27 75 75 75 28 75 75 28 75 74 75 28 27 75 27 75 28 75 75 27 75 13 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 27 75 75 13 13 13 13 13 13 13 13 13 13 13 13 13 13 75 27 28 75 27 75 28 75 27 27 75 74 27 75 75 75 28 75 75 75 75 75 28 75 27 28 75 27 27 75 28 75 75 27 75 75 28 75 74 27 28 28 28 75 28 75 75 74 75 75 75 27 75 75 28 27 75 75 75 75 75 28 74 75 25 75 74 75 75 75 75 74 75 75 27 75 75 75 75 28 75 27 75 75 75 75 27 25 28 75 75 75 28 75 75 75 75 75 27 75 75 28 75 75 74 27 28 27 75 75 75 75 75 75 27 27 75 75 74 75 75 75 75 28 28 75 75 74 75 28 75 75 75 75 75 75 75 75 75 27 75 28 75 27 75 75 75 75 75 75 28 75 28 27 27 27 28 27 28 27 75 27 27 27 27 27 27
22808c85-e74c-4021-b2ae-b607ab340539	77 77 77 77 77 75 77 75 75 75 75
845cc722-345a-4e89-99de-43f13dcdbbc9	65 75 77 75 10 75 75 75 75 75 75
ffd3b60e-6370-497e-b119-045ee91111ee	77 75 75 74 75 75 75 75 77 77 77 77 75 75 75 75
01b92a22-34c1-4b96-9d9c-0cfd6d158e17	75 77 15 13 75 77 77 77 77 77 77 75 75 25 75 75 75 25
0f9f4614-0792-4548-a6af-aaf32013bf3f	77 75 75 75 75 75 75 77 77 75 75 75 75 75 75 75 75 75 75 75
b567a39b-f88c-4d71-9ded-aadb04bcd382	75 65 75 75 75 77 70 75 75 75 75 75 75 75
e59ede6a-7641-4881-b8f4-bfb7a69490e4	75 75 75 75 75 75 75 75 75 75 75 77 77 77 77 75 77 77 75 75 75 75 77 75 74 75 75
898b809b-2b46-443d-babb-c374ce638b94	77 77 77 77 77 69 73 75 75 75 77 75 75 75 75 75 75 75 75 75 75 77 74 75 69 73 77 75 75 69 73 77 75 75 75 24 75 75 73 69 75 75 75 77 73 69 75 75 24 75 75
f241b015-6b32-4d72-9d06-a465a938be70	69 75 74 28 75 75 75 75 75 75 77 77 70 77 70 75 70 75 70 75 75 73 77 75 75 75 75
856606a9-176d-47d1-b3b6-d9750ab56b2e	77 75 75 75 75 75 75 75 75 75 75 75 74 75 75 74 75 75 75 42
b5158e3d-5b30-47c0-a269-55dfbf9e2713	75 75 74 75 75 75 74 77 75 75 75 75 74 75
e49a7cf4-ea14-4d8a-8c59-0d573b7635a8	75 75 75 77 77 77 75 75 77 77 75 75 75 74 42 75 75 75 42 75 75
1a328851-37a1-4146-af8e-50574a330472	77 75 75 75 74 75 75 75 75 75 75 75 75 74 75 75 75 75
46994c32-f574-45c4-b125-af9a8de052d7	75 75 75 75 75 77 75 75 75 75 75 28
915c17a6-5dcf-4bcf-bbce-48462cfea3c7	61 77 77 77 77 77 77 77 77 75 77 77 77 77 75 73 77 77 75 73 77 77 77 75 75 75 75 77 75 77 75 77 75 75 75 75 75 75 75 75 75 77 77 77 77 73 75 75 75 75 75 75 75 75 75 77
85fac7ac-ba73-4679-8a43-e0cbdd63c3c0	77 75 75 75 77 77 64 9 9 9 10 61 75 13 77 13 77 13 77 75 75 75 9 9 9 13 13 13 75 28 75 75 75 75 75 27 28 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 28
b995bee4-d14a-494b-a28d-31f625581255	75 75 77 75 75 75 75 75 75 75
0e5b80fc-f1b5-42b0-ab57-2b5a2d9d3237	75 77 77 77 75 75 77 77 75 75 75 75 75 75 75
