site_id	timeline_text
9ae58ab5-95cb-4a3b-bd5f-fe8741edc91a	77 75 75 74 75 75 77 77 77 74 75 75 74 75 75 75 74 75 75 75
c70f3d71-36a2-4b3a-9f4a-c7b9f4005593	75 75 75 75 75 77 75
714608db-9a27-46d2-b2b5-98f8af56be32	75 75 74 75 75 75 75 75 75 77 75 75 75 77 75 75 75 75 75
e92b0043-ab9e-441e-bab6-92bc5c671fe2	69 73 69 73 77 77 77 77 65 75 75 75 75 75 75 75 65 65 75 77 77 75 74 65 75 65 65 65 75 75 65 65 28 28 75 27 65 28 77 65 27 75 77 28 28 28 75 65 75 75 65 65 28 77 65 75 75 75 77 65
16fdf506-dd9b-4543-80cf-529535ff4e3a	75 75 75 75 75 75 75 75 75 75 75 75 74 75 75 75 75 77 77 77 75 75
60f17a6f-f8e8-453a-996e-ed0851b6d0b6	65 75 65 75 75 77 77 65 77 77 77 77 77 77 77 77 77 75 65 65 75 65 75 65
5868cdf5-2846-444d-b3af-40ebf75d7442	75 74 77 77 77 77 42 42 42 75 74 75 75 75
8562d73c-f7d9-40cc-aa46-ba49461d7752	75 75 75 75 75 77 77 77 75 42 77 74 75 75 75
aab4c467-eded-475b-adf0-98fc1ed634c7	69 77 77 77 77 77 24 75 77 77 70 70 77 77 77 77 77 77 75 77 28 77
caa7b33c-8d21-4973-b0da-e4869c1f7f50	77 77 75 77 77 75 74 75 77 77 75 74 75
da2ed0be-59a4-4069-bd08-54c41bf589fb	19 77 19 69 69 69 69 77 77 77 77 77 77 77 77 69 73 75 75 75 75 75 75 75 75 65 10 10 75 75 73 75 75 75 75 73 75 75 75 75 75 77 75 77 75 65 75 77 77 77 77 75 75 75 75 75 74 73 69 73 73 75 77 77 75 75 77 75 75 75 75 75 42 75 75 75 77 77 75 75 77 77 77 75 73 77 77 75 77 77 75 75 75 75 73 77 42 75 75 75 75 75 75 75 75 75 77 75 28 75 75 75 73 77 75 75 75
eb50dc11-1d71-4659-86dd-9288b2e35892	10 77 12 13 75 75 75 75 77 77 75 75 74 75 75 75 74 75 77 77 74 75 75 74 75 75 74 74 75 75 74 75 77 28
70040901-b69b-47a1-a04f-341ee4111dfb	77 25
02734456-163e-43ad-9276-eb4e4b89a9e8	75 75 77 10 10 77 64 75 75 75 75 75 75 75 75 75 77 77 75 75 75 75 75 75 75 75 75 77 77 77 75
061f7d1b-4214-400c-bd79-883912f01af4	75 77 77 42 77 75 75 75 42 42 42 42 75 75 75 75 75 75
6eb37875-2b52-4818-a666-7157ed55c1c4	75 75 77 75 77 25 70
cc838719-cd42-451d-b469-fc085fd27fe5	77 75 75 75 75 75 75 75 75 75 75 75 77 75 75 77 75 75 75 75 75 75 75 75 75 75 77 77 77 75 75 75 77 75 42 75 75 75 27 77 75 75 27 42 62 75 75 36 75 77 36 27 75 75 75 74 36 75 75 27 75
f7d6ea6c-dd8b-4b5b-a951-1dcd794b45fe	19 77 77 75 75 75 75 75 75 75 77 75 75 75 75 75 75 75 75 75 75 75 70 75 75 75 75 75 75 75 75 75 75 75 75 75 27 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 77 77 75 75 75 75 75
20ecbaea-cd68-4d69-b3ea-fb9c4c83867f	75 75 75 77 75 75 75 75 75 75 75
9a543c6b-faae-40f1-b148-0acd722d3947	77 77 25 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75
6d635190-30bf-4045-b35f-c791c0ccb93c	77 77 75 75 75 74 75 75 75 75 75 75 75 75 77 77 77 75 75 75 77 77 77 75 77 75 75 75 75
a3a4524d-e0ed-49e0-baad-128d14e0227e	1 1 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 65 75 75 75 75 77 75 75 75 77 77 77 75 75 75 77 75 77 77 28 77 75 74 75 75 77 77 77 75 77 26 77 77 75 75 77 77 75 77 77 75 77 77 75 74 75 77 77 77 77
f6fc9dec-ee35-453b-9679-5d8365ad5da0	69 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 73 77 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 65 75 75 75 75 75 75 75 75 42 42 73 77 75 77 77 77 77 40 77 50 77 40 77 40 77 77 77 77 42 64 75 75 75 64 77 77 77 77 77 77 77 77 40 77 77 77 77 77 27 75 77 77 40 75 77 75 75 48 75 75 77 40 77 10 10 10 27 70 75 10 77 10 77 75 77 75 10 77 77 77 77 77 77 75 77 77 77 75 10 77 75 74 77 10 77 10 40 10 75 77 75 10 10 77 77 77 10 75 10 10 65 39 77 77 10 10 10 10 10 77 10 10 75 75 75 75 77 75 75 75 77 75 77 77 28 75 10 10 10 10 28 10 65 75 75 75 10 10 77 75 77 10 77 10 10 10 75 65 77 75 75 77 77 73 75 77 77 77 75 10 75 28 77 75 77 77 75 28 77 75 77 75 61 9 9 9 9 9 61 10 9 9 9 9 9 9 9 9 9 9 9 9 9 10 9 9 9 9 9 10 9 9 9 9 10 10 9 9 10 9 9 10 9 9 9 9 9 10 10 9 9 10 10 9 10 9 9 10 9 10 9 10 9 9 9 9 61 9 10 9 9 9 9 9 9 9 9 10 9 9 9 9 9 10 9 9 61 9 9 61 61 13 13 17 13 17 13 13 13 13 13 13 13 13 13 13 13 13 13 13 17 13 13 17 13 13 13 13 13 13 13 13 17 13 17 13 13 13 13 13 17 13 13 17 13 77 13 13 13 13 13 13 13 13 13 13 17 13 17 77 77 73 75 75 75 75 75 10 75 75 75 75 75 77 75 75 77 75 75 75 75 75 75 75 75 77
3d54e278-107c-49df-a1a6-75a790e72dd0	77 77 77 77 77 75 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 75 75 75 75 75
47b4947f-2d60-4a3a-98f7-d3b7b2186098	1 75 75 77 75 65 75 75 75 75 77 27 75 75
57d3c1d4-7885-429e-8da1-08fa34346425	26 77 75 26 75 74 77 70 27 28 75 75 26 26 77 70 75 75 75 26 26 27 28 75 26 28 70 75 75 26 75 26 26 26 26 75 26 75 39 26 75 27 75 26 77 28 75 75 77 75 26 75 26 75 75 75 26 26 26 26 26 75 26 75 27 27 26 26 75 26 77 26 75 26 40 75 75 75 26 26 77 77 70 75 70 75 75 75 26 75 26 75 26 28 26 26 70 26 27 75 28 26 75 26 77 75 74 77 70 26
e5a11b5b-4c2e-4fa3-a356-a63af28e8b72	75 75 75 75 75 75 75 77 75 75 75 75 75 75 75
fb111f75-3f82-4a4e-8505-bea8913a8f2b	30 77 75 74 75 77 77 77 77 77 77 77 77 75 69 73 74 75 75
07433cc9-3f53-4227-b19e-e6aae0ef8436	77 75 75 70 70 75 75 77 75 75 77 77 77 77 77 75 75 70 75 75 75
260fb631-d08f-44a2-b3c2-66c064277c00	24 77 77 74 75 75 75 75 74 75 75 75 74 75 75 75 27 75 75 77 27 75 27 75 75 75 74 75
99083aa5-2b1f-4d16-a94f-f81e1d28d538	69 77 77 77 75 74 75 74 75 75 74 75 75 75 74 75 75 74 75 77 75 77 75 74 75 75 75 75
d24911d1-b4ca-488d-8b87-0f1ac512d900	75 77 22 64 75 74 75 22
08bd182a-f3aa-491f-9789-a74a9742d7ed	75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 77 75
315c18f9-b50a-4041-b08f-b9e94ae00d94	77 25 75 75 42 74 75 25 75 75 75 77 77 77 77 25 25 75 75
a96c03cd-e671-43ed-beb6-8fb4a33dc405	75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75 75 75 75 75 28 75 75 75 75 75 28 75 75 75 75 75 9 9 9 9 9 9 75 75 77 17 77 17 77 13 17 13 17 77 77 77 77 77 77 77 8 10 8 10 8 8 8 8 8 8 13 17 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 75
e56cc372-ae56-4d53-b5f0-83919624bcf4	69 69 77 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75 75 77 75 77 73 77 77 75 75 77 75 75 77 77 75 77 77 77 75 77 77 77 77 77 77 77 77 75 77 77 77 77 77 75 74 77 77 75 77 77 77 77 75 75 77 77 73 75 73 75 77 75 75 75 70 75 75 75 75 75 75 75 75 75 75 75 75 75
b54cbe6f-15ed-4803-9f69-4c022deb1990	77 69 75 75 74 75 75 75 75 74 75 74 75 75 75 75 75 77 75 75 74 75 77 77 77 77 77 77 75 75 77 75 75
eb6b1da9-3aa0-454b-a2ea-29c7cf63af8b	74 75 77 75
ff120e91-4683-407a-a452-bd8d01a94e50	75 75 75 75 75 75 75 77 75 75 75 75 75 75
7704ad79-6552-4a7c-a5bf-c46bd73da36c	75 75 10 10 10 10 10 77 75 77 77 77 9 9 9 9 13 13 13 13 10
049e0e24-e577-4403-aa02-da4d02cb482d	73 69 75 75 75 77 74 75 75 75 74 75 77 75 75 75 75
0244b0b8-0dd5-48a0-94df-e80d09dc9b86	77 75 75 75 75 74 75 75 74 75 75 75 75 75 77 75 74 75 75 75 77 77 77 77 77 75 75 75 74 75 75 74 75 77 75 77 77 75 75 77 77 75 75 77 77 75 25 77 75 77 75 75 75 75 74 75 75 75 75 75 75 75
b06a10d7-3d80-4399-a538-14e5e5ab2fbb	75 75 75 74 77 77 77 75 77 77 74 75 75 75 75 74 75 75 75 75 77 75 75 75 74 75
de7ebbc8-c1f6-4000-a08e-b5a1bc130d16	10 75 77 75
f6b04f75-cf03-44cf-a9eb-85a2a4e7d080	77 75 77 70
1e35db4f-e62f-46ad-9eeb-982606a9c8de	75 75 75 75 75 75 75 75 75 77 75 75 75
2b6700bd-6c6e-4096-8f61-a9c0b614a497	77 75 75 75 75 75 75 74 75 77 77 77 77 75 74 75 75 75 75 75 75 75 75 75 75 75 75 75 75
f442e23e-bd0a-4f6c-abf0-7433022ecebc	1 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 65 64 64 64 64 62 70 75 75 75 75 75 74 75 75 75 75 75 75 75 75 70 75 75 75 75 75 75 77 75 75 75 75 77 77 75 75 75 75 77 75 75 77 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 77 75 75 75 75 75 75 77 75 77 75 75 77 77 77 77 77 65 65 62 64 64 64 64 70 75 75 75 75 75
14d6b83d-742f-41bd-b3e7-4c522b370e07	75 75 74 75 75 75 77 77 77 75 75 75 42 42 75 75 75 75 74 75
5c940048-99b3-4507-92d2-678d8eab3a2c	77 73 69 69 72 75 77 74 75 28 75 75 75 75 75 75 75 70 75 75 77 17 75 75 28 75 75 75 75 77 28 75 70 75 74 75 75 75 75 75 75 28 75 70 75 75 27 70 75 77 77 27 27 75 75 77 75 77 77 27 75 75 75 27 75 27 75 74 27 75 27 74 75 77 75 75 75 75 75 27 74 75 75 70 75 77 70 75 77 65 27 75 75 75 27 27 75 75 75 69 73 70 75 77 75 75 75 27 75 75 74 27 27 75
477e46ba-9411-41b3-8cac-dda5d9f05dc7	10 10 10 77 75 75 70 75
b463eb7d-a849-4001-80b3-3e0a3d8a8753	77 77 77 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 70 75 75 75 75 75 75 75 75 75 75 75 75
ba4b4264-ee2d-4b8e-92be-d120b76f1e95	77 77 75 74 75 75 75 77 77 75 75 75 75 75 75 75 75 75
bc890b29-ca2b-4a87-a781-7b4188e17b94	74 75 77 77 77
db966083-12c3-4c94-acc3-ac5e52ef42dd	19 19 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 74 75 75 74 74 75 74 74 74 24 74 74 74 74 74 74 74 74 74 74 74 74 74 75 74 65 75 74 26 26 75 75 75 26 74 74 74 65 74 24 75 75 26 74 74 74 74 74 75 74 74 74 75 75 74 26 74 74 75 75 75 74 75 75 75 74 74 26 74 74 75 74 75 75 74 75 74 75 75 74 74 74 65 75 75 75 75 74 75 75 74 75 74 75 75 74 75 75 74 74 74 75 75 74 75 26 74 26 74 74 75 75 74 75 74 75 75 75 75 74 26 75 74 65 75 26 74 75 74 75 74 74 75 75 75 74 74 75 74 75 74 74 74 75 77 75 75 75 74 74 75 75 26 75 75 75 74 74 75 75 74 75 75 74 65 75 74 74 75 75 74 75 25 75 75 74 74 75 74 75 75 74 75 74 74 74 75 75 74 75 74 75 74 74 75 74 75 74 75 75 75 74 75 75 75 75 74 75 74 75 74 74 75 75 75 74 74 75 74 75 75 75 75 65 75 75 26 75 74 75 74 74 75 75 75 74 75 74 75 75 74 75 74 75 75 74 75
e2225ae0-4478-4d71-8bce-86394e8e8ac0	10 77 65 10
f226fd35-ec6d-4e8f-a50a-24c58c085208	74 75 75 75 77 75 75 77 75 77 75 75 74 75 75 75 75 74 75 75 75 74
5e22c64f-71a4-45d5-a201-341170344641	77 75 75 77 75 75 74 75 75 74 75 75 75 77 75 75 75 77 75 75 75 75 74 75 75 75 75
cb4a3814-adf2-47e1-89db-545f30c74ddb	75 75 65 75 75 75 70 75 75 75 75 65 75 75 75 75 75 77 77 75 65 65 70 75 74
15b96e95-34cf-45cb-ba73-92cbaf351016	77 75 75 75 75 75 77 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75
29e9b0f9-03fb-4edc-b2bc-60ba95802780	77 75 75 75 75 75 75 77 75 75 75 77 75 75 75 75 75 75 75 75 75
ad838003-7ea4-489e-b82a-ab786ff393cf	75 75 77 75 75 75 73 75 75 75 77 75 75 75 75 75
32eb843b-f78b-45e4-9037-ea612e18b755	77 77 77 75 75 75 75 75 75 75 75 77 75 75 75 77 73 75 75 75 75 74 75 77 75 75 77 75 77 77 77 73 77 77 73 77 77 77 77 77 77 77 75 77 77 77 75 77 77 77 77 77 77 77 77 77 77 75 73 75 77 65 75 77 77 77 75 75 77 75 77 77 75 77 77 75 73 75 77 75 73 75 73 77 73 75 73 77 75 74 70
55d10c1a-40f9-4a14-beca-75348a2319c6	74 75 75 75 75 75 75 75 74 77 75 75 42 75 75 74 42 75 42
6b404f7e-576b-42d0-9da0-9736808f507e	75 75 75 75 75 75 75 75 75 62 75 75 75 75 75 75 75 75 75 75 77 75 75 75
da182ebf-a887-48d7-9d6c-c2a4265440d6	75 75 75 75 75 75 75 77 75 75 75 75 75 75 75 75 75 75 75 75 75 75
950a0e7d-fc93-4a3d-8c7c-5c41b0740dc3	77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 75 35 75 65 65 35 75 65 65 35 75 75 75 35 65 65 65 73 35 75 35 75 35 65 35 75 75 65 35 75 75 75 75 73 65 35 65 75 35 65 75 35 65 65 77 65 35 75 74 65 75 35 35 65 65 65 35 75 75 75 75 35 75 65 65 65 35 35 65 75 74 75 65 35 65 28 75 75 35 75 75 65 35 75 65 75 75 77 77 73 35 77 77 73 75 65 77 77 65 73 35 75 77 75 65 75 75 35 77 65 25 77 65 35 75 75 75 75 77 35 77 65 65 77 35 75 65 65 35 42 42 65 77 75 35 26 65 65 65 75 35 65 77 65 65 35 75 35 65 25 65 35 75 65 75 35 77 75 75 35 65 75 75 75 74 35 65 77 75 75 65 35 73 65 75 77 77 35 77 65 65 75 35 26 65 75 77 74 75 74 75 35 65 75 35 75 65 35 35
c5007361-5725-4e95-b4f7-6cd5f905fb37	19 64 5 77 77 77 77 5 77 77 77 77 77 77 77 77 9 9 9 9 77 77 77 77 77 77 77 77 75 77 26 75 75 75 26 75 26 77 77 13 13 13 13 26 26 75 26 75 77 26 26 26 26 26 26 10 26 26 28 28 28 28 26 26 28 26 27 26 26 26 77 77 26 77 77 77 26 26 26 28 75 75 27 27 26 28 9 9 9 9 9 9 9 9 9 9 77 13 13 13 13 13 13 13 13 13 13 26 75 26 10 28 26 26 27 77 77 27 26 75 26 75 28 27 75 26 75 26 26 26 26 75 27 26 27 27 27 75 28 75 75 75 26 28 75 28 75 27 75 75 75 75 75 26 75 75 75 75 75 75 30 30 75 77 77
6cf57059-af1c-4bac-a2cc-524144e3d5fc	69 61 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 69 69 69 77 77 77 77 77 69 69 69 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 76 77 77 77 73 69 77 75 75 35 75 35 73 75 75 75 75 75 75 75 75 75 75 75 75 70 27 75 75 75 75 75 75 35 43 73 75 75 74 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 35 43 75 75 75 75 75 75 75 75 75 75 75 77 77 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 43 35 75 75 75 75 75 75 75 75 75 77 69 73 75 75 75 75 75 75 75 75 75 75 75 75 75 73 69 75 75 43 35 75 75 75 75 75 75 75 75 75 75 74 75 75 75 75 75 75 75 75 75 75 75 26 75 75 75 75 35 43 75 75 75 75 75 74 75 75 75 77 75 75 35 65 75 75 75 75 75 75 75 75 75 75 75 75 75 35 43 75 75 75 35 75 75 75 75 75 75 75 75 75 77 75 75 35 26 75 75 75 75 75 75 75 75 75 35 43 75 75 35 75 75 75 75 75 75 75 75 75 75 75 35 75 75 75 74 75 74 75 75 75 75 75 75 75 75 75 75 75 75 75 73 35 75 75 75 75 75 75 77 75 75 35 75 75 74 75 77 75 60 75 75 75 65 75 75 77 75 75 75 75 75 75 75 69 73 75 75 75 69 75 75 75 75 75 75 77 35 75 75 75 74 75 75 75 75 35 75 60 75 75 75 75 75 75 75 75 75 75 75 74 75 75 75 77 75 75 75 77 35 75 69 73 75 75 75 75 75 75 75 35 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 70 75 35 75 75 75 75 75 75 75 75 75 35 75 75 75 75 74 75 75 75 75 75 75 75 75 75 75 60 65 75 75 75 75 75 75 75 75 39 75 75 74 35 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 70 75 77 75 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 77 75 65 74 75 75 75 75 75 75 75 75 74 60 75 75 75 75 75 75 75 74 75 35 43 75 75 75 75 75 75 75 77 75 75 75 75 75 75 77 75 75 75 75 75 75 60 60 75 75 75 75 75 75 75 60 75 77 75 35 43 75 75 74 74 75 75 75 75 75 22 75 75 73 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 35 43 75 75 77 75 75 75 75 75 75 75 75 75 75 75 75 74 75 75 73 69 75 75 75 60 75 75 75 75 43 35 75 75 75 70 75 75 77 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 73 75 75 75 75 75 75 75 75 75 43 35 75 74 75 75 75 77 75 75 74 75 75 75 75 75 73 75 75 75 60 75 75 75 75 35 75 77 77 75 75 75 75 75 77 75 75 77 75 69 73 43 35 75 75 75 75 35 75 77 75 75 74 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 35 75 75 70 75 75 75 75 75 75 75 75 75 75 75 43 75 35 75 75 75 75 70 70 35 75 75 75 75 75 75 35 75 75 60 75 75 75 75 75 77 77 77 75 75 75 75 75 75 75 35 75 75 75 75 75 75 75 75 75 75 75 75 75 35 77 75 75 75 75 75 75 75 75 75 75 26 75 75 77 75 35 75 75 60 75 75 75 75 75 75 77 75 75 75 75 75 35 75 75 75 75 75 75 75 75 75 75 75 75 75 77 60 75 74 75 26 75 75 75 35 75 26 27 75 73 69 75 75 77 75 75 74 75 75 77 75 75 75 75 60 75 75 73 75 70 75 75 75 75 75 75 75 75 75 75 75 75 74 70 26 75 75 75 75 77 75 75 75 75 75 74 75 74 77 35 77 77 77 75 75 75 75 75 74 73 75 75 75 77 77 75 70 75 70 75 75 43 26 75 75 75 75 75 70 77 75 77 77 77 77 70 75 77 77 77 75 77 77 75 77 77 77 77 26 60 26 70 75 26 77 70 75 77 77 75 35 75 77 77 75 70 77 75 77 74 75 75 77 75 75 77 75 75 75 75 74 77 75 70 75 75 75 74 77 77 77 77 70 75 75 75 77 26 77 26 69 77 77 26 77 77 70 75 77 44 70 77 77 75 70 75 75 77 77 77 77 77 75 70 75 77 70 77 75 77 26 70 77 77 75 75 77 77 75 26 77 77 75 26 70 77 77 77 70 77 70 77 77 43 35 77 77 77 75 75 75 74 75 75 77 77 70 77 77 75 74 75 77 77 77 70 75 75 77 77 75 70 26 77 75 77 77 77 77 77 77 77 77 77 77 77 75 75 26 75 77 77 75 75 70 77 70 70 70 77 26 75 70 27 70 75 75 26 26 75 28 26 70 77 26 70 75 75 75 77 70 75 44 75 70 43 35 74 28 26 75 75 75 77 77 77 77 77 75 77 75 26 43 35 77 24 77 70 75 75 75 77 70 77 70 70 75 75 75 75 75 75 75 75 70 70 77 77 27 77 77 75 75 70 70 26 77 75 77 70 26 25 75 75 74 74 25 77 77 77 77 75 75 77 75 75 70 77 70 75 75 43 35 75 26 70 77 75 77 75 24 75 73 77 75 77 26 77 77 77 70 77 77 75 70 77 26 28 77 35 26 70 75 74 74 70 77 26 70 77 26 77 75 26 75 75 77 27 75 26 75 26 75 75 70 75 70 70 26 75 28 75 77 75 70 77 75 24 77 24 75 75 26 26 70 77 73 77 75 77 77 26 75 28 77 44 75 69 73 70 77 75 74 77 77 77 70 77 75 77 77 70 35 43 70 77 70 75 77 27 77 77 77 26 77 77 75 27 70 75 70 24 75 75 70 75 77 70 74 75 75 75 35 75 77 75 70 75 75 70 26 26 26 26 75 75 75 75 70 70 75 75 24 43 26 26 26 75 77 75 75 75 75 75 70 70 75 26 75 74 75 28 74 75 75 75 75 75 75 75 73 69 75 35 77 26 77 70 75 75 75 75 70 35 75 75 28 26 75 75 75 77 75 75 75 75 70 75 77 75 70 75 26 75 74 75 26 70 70 75 75 75 75 77 77 70 26 26 75 26 26 26 75 75 75 70 77 77 75 70 70 70 75 77 70 26 77 77 75 77 70 75 75 75 77 75 77 28 75 77 43 35 75 75 26 75 77 75 74 75 75 26 75 77 75 77 35 26 77 70 77 77 75 75 75 77 70 25 77 77 70 24 26 77 75 75 26 26 70 77 70 26 26 75 70 26 70 75 70 75 70 75 27 70 75 75 77 77 75 75 70 75 25 70 75 70 75 77 70 70 77 75 27 77 75 75 77 75 77 70 75 26 35 70 70 75 26 26 35 43 70 70 75 70 75 75 70 75 77 75 35 70 70 75 28 77 26 75 70 75 75 70 75 75 75 77 75 75 75 75 77 77 25 26 28 26 75 75 70 75 70 70 75 77 75 75 75 75 75 75 75 28 77 75 26 26 77 75 77 26 77 77 70 75 75 75 75 75 75 77 77 26 35 75 70 35 27 26 77 28 44 77 75 77 35 75 26 75 70 75 75 75 26 77 75 70 75 77 26 28 77 75 70 77 75 75 27 75 75 77 26 75 75 27 75 75 77 75 74 77 75 75 43 77 75 77 75 26 77 75 25 77 27 70 75 75 70 70 75 70 35 75 74 75 70 77 77 75 75 75 75 35 75 75 75 26 75 28 26 75 26 26 70 75 75 75 75 26 70 26 26 70 27 26 75 28 26 75 75 26 75 75 75 75 75 77 77 26 26 77 75 75 27 75 26 75 75 75 75 26 70 75 77 70 77 75 74 77 75 77 75 74 77 77 35 75 26 75 75 70 70 26 75 75 75 75 27 77 75 75 75 27 75 75 75 26 26 75 75 70 75 75 75 77 77 77 77 77 77 77 77 77 70 75 70 70 77 26 75 75 70 70 70 75 75 75 75 75 75 26 27 26 26 77 26 26 26 77 26 60 75 75 70 75 75 75 75 75 77 77 75 75 75 43 28 77 70 77 70 35 75 75 77 70 77 75 75 75 75 70 77 77 75 26 75 75 75 26 75 26 75 75 70 70 75 77 70 26 26 70 26 77 75 75 75 27 77 77 26 27 70 75 70 73 75 75 75 70 26 28 26 77 75 26 43 75 74 77 26 75 75 75 70 70 26 77 75 77 26 77 75 70 75 70 75 73 69 77 26 77 70 75 75 75 75 70 26 77 26 75 75 75 70 75 26 70 60 75 70 75 77 75 70 70 75 75 75 70 26 74 75 75 75 70 75 75 75 77 73 69 26 75 26 77 75 75 75 75 75 35 43 70 75 70 75 26 70 26 75 75 75 75 75 77 75 77 75 75 70 75 70 75 70 75 75 75 26 75 75 75 26 75 75 60 77 77 27 26 75 75 70 75 28 75 75 75 26 75 75 77 75 75 75 75 26 26 75 75 75 70 27 75 60 75 75 26 74 75 75 70 75 75 69 75 70 75 75 26 75 75 26 75 26 26 75 70 75 70 26 75 75 75 75 75 70 75 75 75 75 26 75 75 70 77 75 70 75 75 75 35 70 73 69 75 75 75 73 75 75 75 75 75 75 75 75 70 75 70 75 75 75 26 75 75 75 26 26 73 77 75 75 35 26 75 75 70 75 75 75 77 75 26 26 75 75 75 75 35 75 27 26 75 26 77 75 27 26 70 75 75 26 75 26 75 70 75 75 75 75 74 26 75 70 77 75 75 26 75 75 77 75 75 75 75 74 75 26 75 26 29 35 75 77 27 75 35 75 75 70 77 75 35 75 26 75 77 75 70 75 75 77 75 75 75 75 75 75 70 26 75 75 75 75 75 27 77 77 73 77 75 75 75 75 75 75 74 75 35 75 26 26 35 70 77 26 75 69 73 75 75 75 35 74 75 75 69 73 75 75 75 75 75 75 70 75 75 77 70 75 77 75 77 75 75 26 75 75 77 26 26 77 77 77 75 75 77 75 26 75 26 35 75 75 69 73 26 35 75 75 75 75 75 75 70 77 75 75 35 75 75 75 75 26 75 75 75 73 73 69 75 75 75 75 75 70 75 77 75 75 75 75 75 75 75 70 75 35 75 75 60 75 75 75
8f8180ad-599f-4a02-8030-63498ccbbfce	75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 75 75 75 75 75 75 75 75
bd4bb6bb-e0d9-4b93-81e1-37ab648f3ad5	69 69 69 77 70 33 70 75 70 70 75 75 75 75 75 75 75 75 74 75 75 75 75 75 75 75 70 77 75 50 75 75 70 70 25 75 75 75 75 26 26 26 75 75 70 75 75 75 75 75 75 75 70
1722fee2-1b6f-4c0d-8353-da2259d928d0	77 75 75 77 77 77 77 77 77 75 75 74 75 75 74 75 75
372b509d-f85c-4fc4-8dc1-7c3907e6014d	75 77 75 74 77 75 75 77 77 75 77 75 75 77 77 77 77 65 75 75 75 75 75 75 75 28 28 75 74 75 75
bb4ba538-532a-42bf-92d2-222e0d0bbccb	77 75 75 75 75 75 75 75 75 75 77 77 77 75 75 77 75 75 75
e1aed219-005c-4b15-8573-3626ef4a502a	77 75 75 75 77 77 77 77 77 77 75 74 77 77 75 75 75 75 75 75 75 74 75
36faf2f0-6b2a-4aeb-999f-70ae64c5e55a	75 75 75 75 75 77 75 75 75 25 75
419411e5-eb38-48b0-b075-f15ad4f91fe1	77 75 75 75 75 74 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 75 77 77 75
630821df-45f4-407b-963f-c6c78f0fb5c4	77 77 75 75 75 75 74 75 75 75 74 75 75 75 75 74 77 75 77 42 75 77 74 75 75 77 75 75 75 75 75 75
1ea8191c-8a39-4939-adbc-e5757f8f3786	77 75 75 75 74 75 77 77 74 75 77 77 75 75 42 75 75 75 75 75 75 74
84073038-f7ce-490e-ac12-b7751194c24a	34 34 34 34 28 65 75 77 34 34 34 75 34 70 28 70 75 75 28 65 75 75 28 65 65 28 77 75 34 65 70 75 28 77 27 75 65 70 65 28 75 70 77 75 27 28 77 27 27 28 70 65 34 27 77 27 77 70 77 34 34 28 34 34 34 75 34 75 75
c2096606-42be-4ae3-9d73-7bac94fda387	77 77 10 77 12 75 75 77 77 77 75 75 75 75 75 75 75 75 75 75
